metric,filter,breakdown,treatment,segment,delta,baselineMean,baselineSampleSize,testGroupMean,testGroupSampleSize,ci_70_interval,ci_70_intervalLower,ci_70_intervalUpper,ci_80_interval,ci_80_intervalLower,ci_80_intervalUpper,ci_90_interval,ci_90_intervalLower,ci_90_intervalUpper,ci_95_interval,ci_95_intervalLower,ci_95_intervalUpper,effectiveSampleSize,pvalue,sem,std
Purchase Consideration: Busch,Anheuser-Busch Customers,Aided Awareness,Budweiser: Griffey Father’s Day,Pabst Blue Ribbon,1.2,51.8,423.0,53.0,188,1.8,1.8,1.8,2.2,2.2,2.2,2.9,2.9,2.9,3.4,3.4,3.4,146.4,0.492,1.5,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Aided Awareness,Budweiser: Griffey Father’s Day,Truly,2.6,52.5,392.0,55.2,185,1.6,1.6,1.6,2.0,2.0,2.0,2.5,2.5,2.5,3.0,3.0,3.0,144.6,0.085,1.3,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Aided Awareness,Budweiser: Griffey Father’s Day,White Claw,2.2,52.4,569.0,54.5,269,1.6,1.6,1.6,1.9,1.9,1.9,2.5,2.5,2.5,3.0,3.0,3.0,207.6,0.15,1.3,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Aided Awareness,Bud Light: NFL Pros,Bud Light,3.3,52.4,780.0,55.7,391,1.4,1.4,1.4,1.7,1.7,1.7,2.2,2.2,2.2,2.7,2.7,2.7,300.7,0.016,1.3,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Aided Awareness,Bud Light: NFL Pros,Budweiser,3.3,52.6,722.0,56.0,350,1.4,1.4,1.4,1.7,1.7,1.7,2.2,2.2,2.2,2.7,2.7,2.7,270.2,0.014,1.3,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Aided Awareness,Bud Light: NFL Pros,Busch,3.5,53.0,554.0,56.5,265,1.4,1.4,1.4,1.8,1.8,1.8,2.3,2.3,2.3,2.7,2.7,2.7,206.0,0.012,1.3,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Aided Awareness,Bud Light: NFL Pros,Corona,3.3,52.6,734.0,55.9,367,1.4,1.4,1.4,1.7,1.7,1.7,2.2,2.2,2.2,2.6,2.6,2.6,282.6,0.014,1.3,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Aided Awareness,Bud Light: NFL Pros,Cutwater,3.6,55.8,142.0,59.4,66,1.6,1.6,1.6,2.0,2.0,2.0,2.6,2.6,2.6,3.1,3.1,3.1,52.7,0.021,1.5,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Aided Awareness,Bud Light: NFL Pros,Heineken,3.5,52.5,660.0,56.0,308,1.4,1.4,1.4,1.7,1.7,1.7,2.2,2.2,2.2,2.7,2.7,2.7,237.9,0.009,1.3,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Aided Awareness,Bud Light: NFL Pros,Michelob ULTRA,3.5,51.9,542.0,55.5,248,1.4,1.4,1.4,1.8,1.8,1.8,2.3,2.3,2.3,2.7,2.7,2.7,196.5,0.011,1.3,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Aided Awareness,Bud Light: NFL Pros,Pabst Blue Ribbon,3.7,51.8,423.0,55.6,192,1.5,1.5,1.5,1.9,1.9,1.9,2.4,2.4,2.4,2.8,2.8,2.8,150.9,0.01,1.3,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Aided Awareness,Bud Light: NFL Pros,Truly,3.1,52.5,392.0,55.6,210,1.4,1.4,1.4,1.8,1.8,1.8,2.3,2.3,2.3,2.7,2.7,2.7,163.9,0.027,1.3,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Aided Awareness,Bud Light: NFL Pros,White Claw,3.2,52.4,569.0,55.5,297,1.4,1.4,1.4,1.8,1.8,1.8,2.3,2.3,2.3,2.7,2.7,2.7,232.7,0.02,1.3,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Aided Awareness,Anheuser-Busch _ That’s Who We Are,Bud Light,5.6,52.4,780.0,58.1,376,1.4,1.4,1.4,1.8,1.8,1.8,2.3,2.3,2.3,2.7,2.7,2.7,282.5,0.0,1.4,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Aided Awareness,Anheuser-Busch _ That’s Who We Are,Budweiser,5.5,52.6,722.0,58.1,345,1.4,1.4,1.4,1.8,1.8,1.8,2.3,2.3,2.3,2.7,2.7,2.7,259.1,0.0,1.4,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Aided Awareness,Anheuser-Busch _ That’s Who We Are,Busch,5.3,53.0,554.0,58.3,259,1.5,1.5,1.5,1.8,1.8,1.8,2.4,2.4,2.4,2.8,2.8,2.8,195.5,0.0,1.5,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Aided Awareness,Anheuser-Busch _ That’s Who We Are,Corona,5.5,52.6,734.0,58.1,340,1.4,1.4,1.4,1.8,1.8,1.8,2.3,2.3,2.3,2.7,2.7,2.7,255.9,0.0,1.4,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Aided Awareness,Anheuser-Busch _ That’s Who We Are,Cutwater,5.1,55.8,142.0,60.9,81,1.4,1.4,1.4,1.8,1.8,1.8,2.3,2.3,2.3,2.7,2.7,2.7,63.2,0.0,1.6,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Aided Awareness,Anheuser-Busch _ That’s Who We Are,Heineken,5.4,52.5,660.0,57.9,301,1.4,1.4,1.4,1.8,1.8,1.8,2.3,2.3,2.3,2.7,2.7,2.7,228.9,0.0,1.4,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Aided Awareness,Anheuser-Busch _ That’s Who We Are,Michelob ULTRA,5.0,51.9,542.0,57.0,237,1.5,1.5,1.5,1.9,1.9,1.9,2.4,2.4,2.4,2.9,2.9,2.9,179.6,0.001,1.5,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Aided Awareness,Anheuser-Busch _ That’s Who We Are,Pabst Blue Ribbon,5.1,51.8,423.0,56.9,188,1.5,1.5,1.5,1.9,1.9,1.9,2.4,2.4,2.4,2.9,2.9,2.9,144.0,0.001,1.5,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Aided Awareness,Anheuser-Busch _ That’s Who We Are,Truly,5.3,52.5,392.0,57.8,199,1.3,1.3,1.3,1.6,1.6,1.6,2.1,2.1,2.1,2.5,2.5,2.5,153.5,0.0,1.4,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Aided Awareness,Anheuser-Busch _ That’s Who We Are,White Claw,5.5,52.4,569.0,57.8,266,1.4,1.4,1.4,1.7,1.7,1.7,2.2,2.2,2.2,2.6,2.6,2.6,202.5,0.0,1.4,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Beer Purchase Frequency,ULTRA Club New Members Day,1-2 times a month,2.3,52.0,359.0,54.2,189,1.7,1.7,1.7,2.1,2.1,2.1,2.7,2.7,2.7,3.2,3.2,3.2,148.4,0.158,1.5,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Beer Purchase Frequency,ULTRA Club New Members Day,1-2 times a week,-1.3,56.7,239.0,55.4,109,1.8,1.8,1.8,2.3,2.3,2.3,2.9,2.9,2.9,3.4,3.4,3.4,89.9,0.475,1.6,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Beer Purchase Frequency,ULTRA Club New Members Day,A few times a year,1.8,47.9,295.0,49.8,159,1.3,1.3,1.3,1.6,1.6,1.6,2.0,2.0,2.0,2.4,2.4,2.4,120.8,0.136,1.2,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Beer Purchase Frequency,ULTRA Club New Members Day,Everyday,1.6,64.5,55.0,66.1,28,1.8,1.8,1.8,2.2,2.2,2.2,2.9,2.9,2.9,3.4,3.4,3.4,23.5,0.355,2.5,0.3
Purchase Consideration: Busch,Anheuser-Busch Customers,Beer Purchase Frequency,ULTRA Club New Members Day,Never,0.8,44.8,67.0,45.5,26,1.6,1.6,1.6,1.9,1.9,1.9,2.5,2.5,2.5,2.9,2.9,2.9,22.7,0.615,1.9,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Beer Purchase Frequency,The Busch Guide: Shelter,1-2 times a month,10.6,52.0,359.0,62.5,184,2.0,2.0,2.0,2.4,2.4,2.4,3.1,3.1,3.1,3.7,3.7,3.7,142.4,0.0,1.9,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Beer Purchase Frequency,The Busch Guide: Shelter,1-2 times a week,10.9,56.7,239.0,67.6,141,1.8,1.8,1.8,2.3,2.3,2.3,2.9,2.9,2.9,3.5,3.5,3.5,110.0,0.0,1.8,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Beer Purchase Frequency,The Busch Guide: Shelter,A few times a year,9.9,47.9,295.0,57.8,129,1.6,1.6,1.6,1.9,1.9,1.9,2.5,2.5,2.5,2.9,2.9,2.9,97.0,0.0,1.5,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Beer Purchase Frequency,The Busch Guide: Shelter,Everyday,10.9,64.5,55.0,75.4,35,1.9,1.9,1.9,2.4,2.4,2.4,3.0,3.0,3.0,3.6,3.6,3.6,28.3,0.0,2.8,0.3
Purchase Consideration: Busch,Anheuser-Busch Customers,Beer Purchase Frequency,The Busch Guide: Shelter,Never,10.3,44.8,67.0,55.1,21,2.1,2.1,2.1,2.6,2.6,2.6,3.4,3.4,3.4,4.0,4.0,4.0,18.1,0.0,2.0,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Beer Purchase Frequency,Bud Light: Easy to Summer.mp4,1-2 times a month,3.7,52.0,359.0,55.7,177,1.7,1.7,1.7,2.1,2.1,2.1,2.8,2.8,2.8,3.3,3.3,3.3,135.6,0.027,1.6,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Beer Purchase Frequency,Bud Light: Easy to Summer.mp4,1-2 times a week,5.2,56.7,239.0,61.8,123,2.1,2.1,2.1,2.5,2.5,2.5,3.3,3.3,3.3,3.9,3.9,3.9,100.3,0.009,2.3,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Beer Purchase Frequency,Bud Light: Easy to Summer.mp4,A few times a year,2.8,47.9,295.0,50.8,134,1.5,1.5,1.5,1.9,1.9,1.9,2.4,2.4,2.4,2.8,2.8,2.8,101.0,0.051,1.4,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Beer Purchase Frequency,Bud Light: Easy to Summer.mp4,Everyday,0.7,64.5,55.0,65.2,22,2.1,2.1,2.1,2.6,2.6,2.6,3.3,3.3,3.3,4.0,4.0,4.0,17.6,0.736,3.2,0.3
Purchase Consideration: Busch,Anheuser-Busch Customers,Beer Purchase Frequency,Bud Light: Easy to Summer.mp4,Never,2.4,44.8,67.0,47.2,29,1.7,1.7,1.7,2.1,2.1,2.1,2.8,2.8,2.8,3.3,3.3,3.3,23.9,0.15,2.1,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Beer Purchase Frequency,Budweiser: Griffey Father’s Day,1-2 times a month,1.7,52.0,359.0,53.6,171,1.8,1.8,1.8,2.2,2.2,2.2,2.8,2.8,2.8,3.4,3.4,3.4,132.2,0.324,1.7,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Beer Purchase Frequency,Budweiser: Griffey Father’s Day,1-2 times a week,1.0,56.7,239.0,57.6,135,2.0,2.0,2.0,2.5,2.5,2.5,3.2,3.2,3.2,3.8,3.8,3.8,103.4,0.616,1.8,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Beer Purchase Frequency,Budweiser: Griffey Father’s Day,A few times a year,1.9,47.9,295.0,49.8,128,1.7,1.7,1.7,2.0,2.0,2.0,2.6,2.6,2.6,3.1,3.1,3.1,99.5,0.232,1.4,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Beer Purchase Frequency,Budweiser: Griffey Father’s Day,Everyday,3.7,64.5,55.0,68.2,33,2.1,2.1,2.1,2.6,2.6,2.6,3.3,3.3,3.3,4.0,4.0,4.0,25.8,0.067,2.9,0.3
Purchase Consideration: Busch,Anheuser-Busch Customers,Beer Purchase Frequency,Budweiser: Griffey Father’s Day,Never,0.7,44.8,67.0,45.5,32,2.1,2.1,2.1,2.6,2.6,2.6,3.3,3.3,3.3,4.0,4.0,4.0,22.1,0.734,2.2,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Beer Purchase Frequency,Bud Light: NFL Pros,1-2 times a month,3.3,52.0,359.0,55.3,166,1.7,1.7,1.7,2.2,2.2,2.2,2.8,2.8,2.8,3.3,3.3,3.3,131.5,0.05,1.6,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Beer Purchase Frequency,Bud Light: NFL Pros,1-2 times a week,3.4,56.7,239.0,60.1,135,1.9,1.9,1.9,2.3,2.3,2.3,3.0,3.0,3.0,3.6,3.6,3.6,106.5,0.06,2.0,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Beer Purchase Frequency,Bud Light: NFL Pros,A few times a year,2.8,47.9,295.0,50.7,137,1.5,1.5,1.5,1.8,1.8,1.8,2.3,2.3,2.3,2.8,2.8,2.8,102.7,0.052,1.6,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Beer Purchase Frequency,Bud Light: NFL Pros,Everyday,2.2,64.5,55.0,66.7,29,2.0,2.0,2.0,2.4,2.4,2.4,3.1,3.1,3.1,3.7,3.7,3.7,24.0,0.255,2.8,0.3
Purchase Consideration: Busch,Anheuser-Busch Customers,Beer Purchase Frequency,Bud Light: NFL Pros,Never,2.6,44.8,67.0,47.4,21,2.0,2.0,2.0,2.5,2.5,2.5,3.2,3.2,3.2,3.8,3.8,3.8,14.9,0.188,2.4,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Beer Purchase Frequency,Anheuser-Busch _ That’s Who We Are,1-2 times a month,4.7,52.0,359.0,56.7,176,1.7,1.7,1.7,2.1,2.1,2.1,2.7,2.7,2.7,3.2,3.2,3.2,129.1,0.004,1.7,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Beer Purchase Frequency,Anheuser-Busch _ That’s Who We Are,1-2 times a week,6.0,56.7,239.0,62.7,130,2.0,2.0,2.0,2.5,2.5,2.5,3.2,3.2,3.2,3.8,3.8,3.8,102.4,0.002,2.3,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Beer Purchase Frequency,Anheuser-Busch _ That’s Who We Are,A few times a year,6.2,47.9,295.0,54.1,123,1.3,1.3,1.3,1.7,1.7,1.7,2.1,2.1,2.1,2.5,2.5,2.5,91.9,0.0,1.5,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Beer Purchase Frequency,Anheuser-Busch _ That’s Who We Are,Everyday,7.0,64.5,55.0,71.5,31,2.0,2.0,2.0,2.5,2.5,2.5,3.2,3.2,3.2,3.8,3.8,3.8,26.2,0.0,2.8,0.3
Purchase Consideration: Busch,Anheuser-Busch Customers,Beer Purchase Frequency,Anheuser-Busch _ That’s Who We Are,Never,3.9,44.8,67.0,48.7,26,2.2,2.2,2.2,2.7,2.7,2.7,3.4,3.4,3.4,4.1,4.1,4.1,19.3,0.06,2.4,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,ULTRA Club New Members Day,Anheuser-Busch Customers,1.1,52.3,1015.0,53.5,511,1.3,1.3,1.3,1.6,1.6,1.6,2.0,2.0,2.0,2.4,2.4,2.4,403.0,0.363,1.1,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,ULTRA Club New Members Day,Corona,0.2,54.7,482.0,54.9,243,1.4,1.4,1.4,1.8,1.8,1.8,2.3,2.3,2.3,2.7,2.7,2.7,199.4,0.889,1.2,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,ULTRA Club New Members Day,Heineken,0.3,56.5,340.0,56.8,148,1.7,1.7,1.7,2.1,2.1,2.1,2.7,2.7,2.7,3.2,3.2,3.2,120.0,0.854,1.5,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,ULTRA Club New Members Day,Pabst Blue Ribbon,-0.0,60.1,141.0,60.1,56,1.8,1.8,1.8,2.2,2.2,2.2,2.9,2.9,2.9,3.4,3.4,3.4,44.7,0.994,1.8,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,ULTRA Club New Members Day,Truly,1.4,53.6,234.0,55.0,129,1.8,1.8,1.8,2.2,2.2,2.2,2.8,2.8,2.8,3.3,3.3,3.3,104.7,0.417,1.6,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,ULTRA Club New Members Day,White Claw,0.1,54.3,343.0,54.4,180,1.6,1.6,1.6,1.9,1.9,1.9,2.5,2.5,2.5,2.9,2.9,2.9,150.5,0.958,1.2,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,The Busch Guide: Shelter,Anheuser-Busch Customers,10.5,52.3,1015.0,62.8,510,1.6,1.6,1.6,1.9,1.9,1.9,2.5,2.5,2.5,2.9,2.9,2.9,394.7,0.0,1.4,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,The Busch Guide: Shelter,Corona,11.7,54.7,482.0,66.4,256,1.8,1.8,1.8,2.3,2.3,2.3,2.9,2.9,2.9,3.5,3.5,3.5,206.1,0.0,1.6,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,The Busch Guide: Shelter,Heineken,10.3,56.5,340.0,66.9,169,2.1,2.1,2.1,2.6,2.6,2.6,3.3,3.3,3.3,3.9,3.9,3.9,133.9,0.0,2.0,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,The Busch Guide: Shelter,Pabst Blue Ribbon,10.0,60.1,141.0,70.1,85,1.9,1.9,1.9,2.4,2.4,2.4,3.0,3.0,3.0,3.6,3.6,3.6,63.6,0.0,1.9,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,The Busch Guide: Shelter,Truly,9.9,53.6,234.0,63.5,128,1.7,1.7,1.7,2.1,2.1,2.1,2.8,2.8,2.8,3.3,3.3,3.3,99.9,0.0,2.0,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,The Busch Guide: Shelter,White Claw,9.5,54.3,343.0,63.8,169,1.8,1.8,1.8,2.3,2.3,2.3,2.9,2.9,2.9,3.5,3.5,3.5,133.8,0.0,1.8,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,Bud Light: Easy to Summer.mp4,Anheuser-Busch Customers,3.6,52.3,1015.0,55.9,485,1.5,1.5,1.5,1.9,1.9,1.9,2.4,2.4,2.4,2.9,2.9,2.9,373.8,0.014,1.4,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,Bud Light: Easy to Summer.mp4,Corona,5.6,54.7,482.0,60.3,221,1.8,1.8,1.8,2.2,2.2,2.2,2.8,2.8,2.8,3.3,3.3,3.3,171.1,0.001,1.7,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,Bud Light: Easy to Summer.mp4,Heineken,5.0,56.5,340.0,61.5,151,2.0,2.0,2.0,2.4,2.4,2.4,3.1,3.1,3.1,3.7,3.7,3.7,117.0,0.009,2.0,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,Bud Light: Easy to Summer.mp4,Pabst Blue Ribbon,2.2,60.1,141.0,62.4,81,2.0,2.0,2.0,2.5,2.5,2.5,3.2,3.2,3.2,3.8,3.8,3.8,60.0,0.241,2.4,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,Bud Light: Easy to Summer.mp4,Truly,2.4,53.6,234.0,56.0,125,1.8,1.8,1.8,2.2,2.2,2.2,2.9,2.9,2.9,3.4,3.4,3.4,102.6,0.176,1.7,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,Bud Light: Easy to Summer.mp4,White Claw,2.5,54.3,343.0,56.9,181,1.9,1.9,1.9,2.3,2.3,2.3,3.0,3.0,3.0,3.6,3.6,3.6,141.0,0.162,1.7,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,Budweiser: Griffey Father’s Day,Anheuser-Busch Customers,1.6,52.3,1015.0,54.0,499,1.6,1.6,1.6,2.0,2.0,2.0,2.5,2.5,2.5,3.0,3.0,3.0,381.1,0.29,1.3,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,Budweiser: Griffey Father’s Day,Corona,2.6,54.7,482.0,57.3,230,1.8,1.8,1.8,2.3,2.3,2.3,2.9,2.9,2.9,3.4,3.4,3.4,176.3,0.138,1.5,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,Budweiser: Griffey Father’s Day,Heineken,1.9,56.5,340.0,58.4,188,2.0,2.0,2.0,2.5,2.5,2.5,3.2,3.2,3.2,3.9,3.9,3.9,141.5,0.334,1.7,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,Budweiser: Griffey Father’s Day,Pabst Blue Ribbon,4.2,60.1,141.0,64.3,72,2.5,2.5,2.5,3.1,3.1,3.1,3.9,3.9,3.9,4.7,4.7,4.7,55.6,0.077,2.4,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,Budweiser: Griffey Father’s Day,Truly,4.3,53.6,234.0,57.9,114,1.8,1.8,1.8,2.3,2.3,2.3,2.9,2.9,2.9,3.5,3.5,3.5,90.9,0.015,1.5,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,Budweiser: Griffey Father’s Day,White Claw,3.4,54.3,343.0,57.7,143,1.6,1.6,1.6,2.0,2.0,2.0,2.6,2.6,2.6,3.0,3.0,3.0,119.4,0.029,1.6,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,Bud Light: NFL Pros,Anheuser-Busch Customers,3.1,52.3,1015.0,55.4,488,1.3,1.3,1.3,1.7,1.7,1.7,2.1,2.1,2.1,2.5,2.5,2.5,378.1,0.017,1.2,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,Bud Light: NFL Pros,Corona,3.6,54.7,482.0,58.3,238,1.7,1.7,1.7,2.1,2.1,2.1,2.7,2.7,2.7,3.2,3.2,3.2,182.3,0.027,1.5,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,Bud Light: NFL Pros,Heineken,4.7,56.5,340.0,61.3,146,1.9,1.9,1.9,2.3,2.3,2.3,3.0,3.0,3.0,3.5,3.5,3.5,110.0,0.009,1.9,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,Bud Light: NFL Pros,Pabst Blue Ribbon,5.3,60.1,141.0,65.4,62,2.0,2.0,2.0,2.5,2.5,2.5,3.2,3.2,3.2,3.8,3.8,3.8,48.2,0.006,2.0,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,Bud Light: NFL Pros,Truly,2.7,53.6,234.0,56.3,122,1.9,1.9,1.9,2.3,2.3,2.3,3.0,3.0,3.0,3.6,3.6,3.6,99.0,0.144,1.8,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,Bud Light: NFL Pros,White Claw,3.2,54.3,343.0,57.5,188,1.8,1.8,1.8,2.3,2.3,2.3,2.9,2.9,2.9,3.5,3.5,3.5,150.7,0.073,1.8,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,Anheuser-Busch _ That’s Who We Are,Anheuser-Busch Customers,5.5,52.3,1015.0,57.9,486,1.4,1.4,1.4,1.7,1.7,1.7,2.1,2.1,2.1,2.6,2.6,2.6,366.3,0.0,1.4,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,Anheuser-Busch _ That’s Who We Are,Corona,6.0,54.7,482.0,60.7,222,1.6,1.6,1.6,2.0,2.0,2.0,2.5,2.5,2.5,3.0,3.0,3.0,166.5,0.0,1.6,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,Anheuser-Busch _ That’s Who We Are,Heineken,5.9,56.5,340.0,62.4,160,1.7,1.7,1.7,2.1,2.1,2.1,2.7,2.7,2.7,3.3,3.3,3.3,123.6,0.0,1.9,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,Anheuser-Busch _ That’s Who We Are,Pabst Blue Ribbon,4.4,60.1,141.0,64.6,66,1.9,1.9,1.9,2.4,2.4,2.4,3.1,3.1,3.1,3.6,3.6,3.6,51.4,0.017,2.2,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,Anheuser-Busch _ That’s Who We Are,Truly,5.2,53.6,234.0,58.8,138,1.6,1.6,1.6,1.9,1.9,1.9,2.5,2.5,2.5,2.9,2.9,2.9,108.1,0.001,1.7,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Customers,Anheuser-Busch _ That’s Who We Are,White Claw,5.8,54.3,343.0,60.1,173,1.6,1.6,1.6,2.0,2.0,2.0,2.6,2.6,2.6,3.1,3.1,3.1,136.7,0.0,1.7,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Education,ULTRA Club New Members Day,College,1.0,52.0,257.0,53.0,150,1.3,1.3,1.3,1.6,1.6,1.6,2.0,2.0,2.0,2.4,2.4,2.4,123.7,0.441,1.0,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Education,ULTRA Club New Members Day,Non-University,1.3,52.5,673.0,53.8,322,1.3,1.3,1.3,1.6,1.6,1.6,2.1,2.1,2.1,2.5,2.5,2.5,249.6,0.302,1.2,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Education,ULTRA Club New Members Day,Postgrad,0.3,52.3,85.0,52.6,39,1.5,1.5,1.5,1.9,1.9,1.9,2.4,2.4,2.4,2.8,2.8,2.8,30.2,0.858,1.3,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Education,The Busch Guide: Shelter,College,10.4,52.0,257.0,62.5,139,1.5,1.5,1.5,1.9,1.9,1.9,2.4,2.4,2.4,2.9,2.9,2.9,117.4,0.0,1.4,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Education,The Busch Guide: Shelter,Non-University,10.3,52.5,673.0,62.8,323,1.6,1.6,1.6,2.0,2.0,2.0,2.6,2.6,2.6,3.1,3.1,3.1,238.7,0.0,1.5,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Education,The Busch Guide: Shelter,Postgrad,11.6,52.3,85.0,63.9,48,1.8,1.8,1.8,2.2,2.2,2.2,2.8,2.8,2.8,3.3,3.3,3.3,41.4,0.0,1.7,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Education,Bud Light: Easy to Summer.mp4,College,3.8,52.0,257.0,55.8,128,1.5,1.5,1.5,1.9,1.9,1.9,2.4,2.4,2.4,2.9,2.9,2.9,100.8,0.011,1.4,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Education,Bud Light: Easy to Summer.mp4,Non-University,3.3,52.5,673.0,55.8,315,1.5,1.5,1.5,1.9,1.9,1.9,2.4,2.4,2.4,2.9,2.9,2.9,242.9,0.025,1.4,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Education,Bud Light: Easy to Summer.mp4,Postgrad,5.1,52.3,85.0,57.4,42,1.8,1.8,1.8,2.2,2.2,2.2,2.8,2.8,2.8,3.3,3.3,3.3,31.3,0.003,1.7,0.2
Purchase Consideration: Busch,Anheuser-Busch Customers,Education,Budweiser: Griffey Father’s Day,College,2.3,52.0,257.0,54.3,142,1.5,1.5,1.5,1.9,1.9,1.9,2.4,2.4,2.4,2.9,2.9,2.9,119.7,0.121,1.3,0.1
Purchase Consideration: Busch,Anheuser-Busch Customers,Education,Budweiser: Griffey Father’s Day,Non-University,1.2,52.5,673.0,53.7,310,1.7,1.7,1.7,2.1,2.1,2.1,2.6,2.6,2.6,3.1,3.1,3.1,225.2,0.448,1.4,0.1
